date_played_est,iron_source,enter_type,gold_source,spawn_biome,rta,time_wood,time_iron_pick,time_nether,time_bastion,time_fortress,time_first_portal,time_second_portal,time_stronghold,time_end,igt,gold_dropped,blaze_rods,blazes_killed,flint_picked_up,gravel_mined,deaths_total,jumps,eyes_used,diamond_picks_crafted,ender_pearls_used,obsidian_placed,diamond_sword_crafted,stone_mined,netherrack_mined,trade_enchanted_book, trade_iron_boots,trade_potion,trade_splash_potion,trade_iron_nugget,trade_ender_pearl,trade_string,trade_quartz,trade_obsidian,trade_crying_obsidian,trade_fire_charge,trade_leather,trade_soul_sand,trade_nether_brick,trade_glowstone_dust,trade_gravel,trade_magma_cream,killed_blaze,killed_chicken,killed_cod,killed_cow,killed_creeper,killed_enderman,killed_endermite,killed_ghast,killed_hoglin,killed_iron_golem,killed_pig,killed_piglin,killed_salmon,killed_sheep,killed_skeleton,killed_spider,killed_witch,killed_wither_skeleton,killed_zombie,eaten_bread,eaten_cooked_beef,eaten_cooked_chicken,eaten_cooked_cod,eaten_cooked_mutton,eaten_cooked_porkchop,eaten_cooked_salmon,eaten_enchanted_golden_apple,eaten_golden_apple,eaten_apple,eaten_rotten_flesh,eaten_golden_carrot,eaten_mushroom_stew,travel_walk_on_water,travel_walk,travel_walk_under_water,travel_swim,travel_boat,travel_sprint,seed,igt_2,date_played_est_2,bastion_type,end_fight_type,real_deaths,frame_eyes,run_id,,,,,,,,,,notes, 
2/8/2026 15:56:59,Structureless,Lava Pool,Bastion,taiga,0:24:54,0:01:21,0:00:23,0:04:16,0:08:21,0:18:17,0:20:48,0:22:26,0:22:26,0:23:15,0:24:07,153,8,12,0,6,0,938,14,0,13,20,0,49,165,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0,4,4,0,0,0,17,326,6,139,125,1414,8376844874956925587,0:24:07,02/08/2026 15:56:59,Stables/Bridge,Zero Cycle,0,1,"8,507",FALSE,,,,,,,,,"Spawn inside taiga village, 3 blacksmiths combined for iron pick and sword, golem dropped 3, dug into lavacave, poundy portal, everyone except couri saw gravel and iron, woodlit before seeing comms, low 4 enter, quite a journey to divorced double triple stables, impossible to route with a million zigs, improvised route into bad gap, 18 obby, outer fragged on gb to get 20, no iron to replace injured pick, half heart from pearl fall, ran into brijj, pearl hang while mining pigface for gapples/picks, iron pick broke after only 5, ssv fort, spawner in narnia, icepie on 1.2 ch, front 95",
2/8/2026 15:29:54,Village,Lava Pool,Bastion,taiga,0:20:02,0:00:11,0:01:23,0:04:41,0:05:28,0:10:22,0:14:33,0:15:39,0:18:28,0:19:04,0:19:51,186,8,14,1,23,1,837,19,0,24,10,0,59,3,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,5,286,0,16,89,841,-3719105317054379011,0:19:51,02/08/2026 15:29:54,Bridge,Zero Cycle,0,0,"8,506",FALSE,,,,,,,,,"Pie to plains village, xqcBread, cave went to lava, ziglin gathering at pigface, double single dk, could only gather 10 obby after backups, 30 chunks to fort, rp on the way but too ruined to finish, best case double spawner, cranked pearls back to home portal, close to death by skeleton, educated off vibes, puppy in boat, nailed angle but got rolled by radial, 2.1k dist with 0.433 ch, front 99 almost 2+2",
2/8/2026 15:09:04,Village,Magma Ravine,Bastion,plains,0:19:00,0:02:42,0:03:09,0:06:27,0:06:56,0:11:54,0:13:25,0:16:02,0:16:55,0:17:32,0:18:27,130,8,12,0,4,0,760,17,0,14,20,0,59,91,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,14,221,23,248,106,855,-1968412772922265733,0:18:27,02/08/2026 15:09:04,Stables,Zero Cycle,0,1,"8,505",FALSE,,,,,,,,,"RP for fns, bell led to acacia village, dugdown for enter, insta stables, boxed ziglin before mtg, traded other gap for final obby, no bow to crafting everything into wool, 18 to fort, huge water pourdown into lava ravine, 2k blind, front 95",
2/8/2026 14:49:06,Village,Magma Ravine,Bastion,plains,0:23:59,0:00:44,0:02:10,0:07:32,0:09:01,0:16:06,0:18:44,0:20:22,0:21:27,0:22:28,0:23:21,253,8,18,1,12,0,962,18,1,23,20,1,7,9,,,,,,,,,,,,,,,,,,18,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,1,0,0,3,0,2,269,32,380,416,897,-265357591884942723,0:23:21,02/08/2026 14:49:06,Treasure,Zero Cycle,0,2,"8,504",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/JollyCourteousRaisinKeyboardCat-mdzbC2ztLP2HnWFg,,"Visited outpost before going to desert blacksmith village, got sniped off tower after bad loot, sword to kill golem, temple next stop, brainfog on tnt, pivotted to ocean, 2 gb rp, 5 dia in magma ravine, trevor across lava ocean, had to help a few pigs in a ditch, 10 obby so bottom, half dia armor, pearl hang back landed on ziglin, ziglins raining down, fyroah tnt, mountain eye, 0.6 ch to -150 -150, 300 off, strongshaft, back 95",
2/8/2026 14:23:47,Full Shipwreck,Magma Ravine,Bastion,beach,0:28:05,0:03:49,0:04:15,0:06:05,0:07:06,0:17:12,0:20:45,0:22:11,0:23:03,0:24:59,0:26:25,258,8,26,0,1,0,659,19,0,19,21,0,23,312,,,,,,,,,,,,,,,,,,26,0,0,0,0,0,0,0,3,0,0,1,0,0,1,2,0,0,2,6,0,0,0,0,8,0,0,0,0,3,6,0,10,350,39,2103,206,1026,-6442472460536278944,0:26:25,02/08/2026 14:23:47,Bridge/Treasure,Ground Zero,0,0,"8,503",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/WanderingKitschyWitchStrawBeary-tiyJ3rFqVZeLPTol,,"Fns + some iron in ship, ""nothing"" was better than bad boat checked, full boat 3 min in, misclicked* to kill bat, another ship gave enf iron to dip on bt, poison stew heading to magma ravine, tnt pigface, hater pigs on dk, generational luck for not losing food from dumb hoglin, only 13 obby, pearl hung to hp but then got trevored, no obby in chests and barely any gold in top, had to trade bottom, proj prot boots + sweeping sword, negative terrain to fort, plumbed up after blaze bed, W audition for impersonating free falling villager, 0.7 ch to 150 150, ravine dropper on starter, spikeless nav, stuck on pearl clip, insta b-line to ground",
2/8/2026 13:26:21,Buried Treasure,Lava Pool,Bastion,taiga_hills,0:22:40,0:00:30,0:05:16,0:06:08,0:07:49,0:13:54,0:17:05,0:20:03,0:20:49,0:21:12,0:22:00,126,8,17,2,6,0,664,17,0,16,20,1,22,110,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,4,0,0,0,0,0,0,16,321,11,334,1045,960,2912884388478396669,0:22:00,02/08/2026 13:26:21,Treasure,Zero Cycle,0,1,"8,502",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/AcceptableSpicyDumplingsWoofer-aFLR_0d_vRjOqnfT,,"Preferred to play ocean over village, lavapool on coast, helped lonely cow by kidnapping it, ingotless ship with map, another one buried in iceberg also without ingots, got mad and left cow with polar bears, combined for 9 nuggets (total odds 0.004% 1 in 24,231), bt at least fragged, another lavapool nearby to enter, could identify trevor from terrain, lava in both side trade holes due to a single strand of lava and perfect terrain, traded at middle ludwig style, could leave off top, kb sword ew, 19 full diag fort, fort leg consumed huge part of spawner, used 3 beds to clear it, eye went in portal, 0.6 ch, navking, front 95 offset",
2/8/2026 12:57:34,Full Shipwreck,Lava Pool,Bastion,taiga,0:28:54,0:00:12,0:04:54,0:07:40,0:09:03,0:21:20,0:22:39,0:25:13,0:26:09,0:26:34,0:28:14,197,14,11,1,19,4,899,16,0,26,20,0,69,518,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,16,337,72,550,797,1251,2188373703797838056,0:28:14,02/08/2026 12:57:34,Treasure/Treasure,Half Bow,0,1,"8,501",FALSE,,,,,,,,,"Walked almost 3 min for ocean, map in ruins, solid bt loot, hilarious convo on physical fitness, dugdown for lava, far trevor, hosed on top gb and had to go bottom, tweaking on trade quantities, mending sword, terrain turned horrible very soon, got trevored, 3 pieces of diamond armor, more mineberting for 16 chunks to warped fort, epic strays, 0.8 ch, insta nav, too late for back 95 and backed out, fireballed ground, quick perch",
2/8/2026 12:24:26,Village,Lava Pool,Bastion,plains,0:41:32,0:00:12,0:02:30,0:08:37,0:12:14,0:18:34,0:30:47,0:33:11,0:36:24,0:37:24,0:39:35,128,8,23,2,10,0,1768,15,0,2,24,0,51,155,,,,,,,,,,,,,,,,,,23,0,0,0,0,31,0,0,1,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,8,561,3,40,389,1555,-6283246008214794148,0:39:35,02/08/2026 12:24:26,Stables/Warped Forest,Half Bow,0,1,"8,500",TRUE,,,,,,,,,"RV 1.21.11 to start off new split, plains blacksmith and shipwreck in sight, cherry trees slander, boatload of emeralds, decent blacksmith with 5 obby and some iron, traded for axe and murdered villager to get new one on weaponsmith job, trade price increased, meanwhile got hunted down by golem, villager murder count : 2, ripped fa sword on 3rd one, failed bucket mlg into cave, not too bad digdown for lava, sub 9 enter, 18 chunks to stables, no triple and 1 good gap, got no pearls from 14 gb (6.62%), 30 obby was nice, spawner under 5 rd away, knew direction based on quadrant, divorced fastion, luckily in warped, got horribly rolled on 50-50 drops, 8/23 blazes and 12/30 endermen (combined with trades 1 in 307 luck), 0.4 ch coz mc hates him, nailed 2nd portal but eye broke on triangulation, village for extra beds, sent dig, sudden ravine dropper and had to pearl clutch, needing 2 eye, heard silverfish while mining, 2613 blind dist, 1 eye, checked altar and found last pearl, 3 endermen mad while going in for perch, got next perch to sub 40, made oak tree version of cherry tree but very ugly, continued hating on normal cherry trees",
2/8/2026 11:40:10,Desert Temple,Magma Ravine,Bastion,plains,0:26:26,0:02:42,0:05:11,0:06:14,0:08:17,0:19:44,0:21:03,0:22:28,0:23:35,0:23:50,0:25:23,197,7,12,2,21,0,921,14,0,34,21,0,75,126,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,3,0,2,1,4,0,0,34,9253,4,34,147,968,-3415228846519360314,0:25:23,02/08/2026 11:40:10,Housing/Treasure/Treasure/Treasure,Ground Zero,0,2,"8,499",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/ObliqueObliviousMochaM4xHeh-xcVi-YoncgWet3Ra,,"Dt with 2 gaps and 2 flesh, no iron but some got exposed by tnt, brick moment trying to activate pressure plate, lavapool with floating stone cactus, tnt mined around zombie sounds, jumped straight into creeper, salmon hunt, nether spawn in a basalt wall, td hauss, trevored and had to trade for pearls, 2 rd hog farm on rampart rooftop, over half stack of pork, pieray changed directions mid-journey, forced other way thinking 1st one was trevor, still ended up getting trevored, high eray on next spawner but ssv fort on diagonal 1k out, 3 streak of double spawners, 1.5 ch, sent dig on getting caved, smart tunnel triangulation, back 94 SS but flew on 99 rotation, flew on ground too",
2/8/2026 11:12:12,Village,Lava Pool,Bastion,forest,0:18:38,0:02:02,0:04:09,0:05:33,0:06:23,0:09:31,0:11:41,0:14:00,0:15:22,0:15:53,0:17:54,124,9,19,1,5,0,724,18,0,17,20,0,30,82,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,11,260,6,95,86,824,8895308083459964149,0:17:54,02/08/2026 11:12:12,Bridge,Half Bow,0,1,"8,498",FALSE,,,,,,,,,"Bell on pie, 3 iron + cod, forest fire leaked lavapool location, carpet light, tree protection around pigface, dk, TAS pearl onto fort at double spawner, 0.5 ch, scary mobs above sh, missed pearl to back tower, too low health from not damage cancelling correction pearl and bailed, perch for sub 18",
2/8/2026 10:52:29,Full Shipwreck,Lava Pool,Bastion,ocean,0:25:26,0:02:32,0:03:04,0:07:34,0:08:42,0:16:51,0:18:45,0:21:31,0:22:19,0:23:41,0:24:42,101,8,19,1,4,0,732,16,0,14,21,1,159,471,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,1,7,0,0,3,0,5,2,0,0,0,1,0,0,24,438,31,1118,290,1113,-2585882102957511164,0:24:42,02/08/2026 10:52:29,Treasure,Zero Cycle,0,2,"8,497",FALSE,,,,,,,,,"Stream exploded while stretching, had to restart pc, ocean spawn off load screen, map in ruins, hallucinated minecart rail in the middle of ocean as cocoa bean, sick bt, taiga village for food, found THE minecart with 2 diamonds, hard punish for pre crafting sword, very long tunnel to find magma, most scuffed portal build ever, jumped next to piglin on trevor bridge gb, attempt to bring side terrain pigs kinda worked, bottom for extra pearls + half dia armor, went complete wrong way for fort, re-pierayed, horrible terrain made up for by ideal double spawner, 0.9 ch, tunnel shortcut to coords, nonsensical nav, back 95 USS with a million beds",
2/7/2026 20:37:43,Structureless,Lava Pool,Bastion,forest,0:26:37,0:00:05,0:04:09,0:10:03,0:13:26,0:18:48,0:20:33,0:22:14,0:23:34,0:24:40,0:25:53,159,9,13,1,9,1,852,18,1,3,20,1,206,14,,,,,,,,,,,,,,,,,,13,1,0,0,0,0,0,0,0,0,0,3,0,7,1,0,0,1,1,0,0,0,0,9,0,0,0,0,1,0,0,0,20,5087,14,604,271,923,-6463615749383527344,0:25:53,02/07/2026 20:37:43,Treasure,Ground Zero,0,0,"8,496",FALSE,,,,,,https://www.twitch.tv/couriway/clip/SweetAggressiveFinchKlappa-c5XFELcTs1hTGzZR,https://www.twitch.tv/couriway/clip/TemperedFrozenWoodpeckerWOOP-eMYgkN6nKrZ0ctiB,,"Ran around looking for good cave, lost sprint far away from animals, cooked up some water boat tech to reach faster, forcing enter with 7 mutton, 6 diamonds, crazy dig under lavafall in ravine, lavapool nearby for 10 min enter, garbage terrain to trevor, ub upgrade to sword, piglin stole diamond boots, lazy to trade bottom and left on 16 pearls, 18 to fort, mistook 1.8 ch as 2.2 so no big deal, ocean non-exposed, skeleton hunger reset, diamond in strongshaft, went straightaway for ground, TAS 7 bed",
2/7/2026 20:10:00,Full Shipwreck,Lava Pool,Bastion,plains,0:19:33,0:00:35,0:03:27,0:06:38,0:07:10,0:10:59,0:13:21,0:16:09,0:16:52,0:18:00,0:18:49,139,8,11,1,10,0,596,16,1,12,20,0,124,103,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,16,0,0,10,336,31,567,673,634,-6128797556688890127,0:18:49,02/07/2026 20:10:00,Bridge,Zero Cycle,0,3,"8,495",FALSE,,,,,,,,,"Felt like shipwreck spawned out of thin air right under, another ship on the way to bt gave enf loot to dip, poison stew, fake ravine digdown, 4 dia before y13 lavapool, insta brijj (2000th bridge first of the challenge), TAS triple extension, dk but single, checked triple for final obby, 16 to fort, eye went into portal, threw another one from same spot expecting differenrt result lol, 2.1k blind dist, bats ruined preemptive, front 95",
2/7/2026 19:26:50,Village,Lava Pool,Bastion,plains,0:24:12,0:00:16,0:02:16,0:06:27,0:07:39,0:15:50,0:15:22,0:16:38,0:16:38,0:17:34,0:19:02,139,8,17,1,14,0,767,13,0,18,20,0,99,75,,,,,,,,,,,,,,,,,,17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,322,2,15,39,981,-5670776611073033753,0:19:02,02/07/2026 19:26:50,Bridge,Perch,0,1,"8,494",FALSE,,,,,,https://www.twitch.tv/couriway/clip/SpookyPlumpSwordPipeHype-592gQOJAsZqsRa99,https://www.twitch.tv/couriway/clip/SaltySmallFungusStinkyCheese-DNIPqjUk4XgEopsU,,"Pierayed acacia village, wheat skip for bucket, TAS parkour around golem, dug to bedrock level from chat distractions, awkward to nav under y16 lavapool, insta eray, ghost lava bucket, piglin got entity boosted over block gap to attack, too many baby hogs everywhere on brijj, comedy bastion split, fort loaded only after exiting bastion, icepie on 1.6 ch, flew on back 95, ground got fireballed, looked at enderman somehow, barely made it in for perch after not having pearl on hotbar",
2/7/2026 19:00:51,Village,Magma Ravine,Bastion,forest,0:19:34,0:00:34,0:01:15,0:06:42,0:07:56,0:11:44,0:13:21,0:16:15,0:17:57,0:18:16,0:19:05,117,7,19,2,36,0,642,17,0,17,20,0,155,79,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,18,339,6,20,57,791,-535011220128107416,0:19:05,02/07/2026 19:00:51,Housing,Zero Cycle,0,0,"8,493",FALSE,,,,,,,,,"Plains village surrounded by dark oak, silly houses, cod left in the open, ore nation in cave, baited by fake ravine lava, lavapool in branching cave, HUGE gravel patch updated making portal, manhunt hauss slightly ruined by ziglin, top chests lockedin on obby, 23 to fort, 0.5 ch, chicken and zombie in nether, caved at y11, easy nav, back 95",
2/7/2026 18:35:37,Structureless,Lava Pool,Bastion,forest,0:35:25,0:00:04,0:04:32,0:08:13,0:10:41,0:25:21,0:27:46,0:30:26,0:32:15,0:32:35,0:34:20,127,8,18,1,10,3,1695,19,1,18,20,0,46,116,,,,,,,,,,,,,,,,,,18,0,0,1,0,0,0,0,2,1,0,0,0,1,3,0,1,0,0,8,1,0,0,2,13,0,0,0,0,0,0,0,39,595,16,150,430,1952,-641412070061040097,0:34:20,02/07/2026 18:35:37,Treasure,Ground Zero,1,1,"8,492",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/SarcasticConcernedAlbatrossCharlietheUnicorn-hK5VcG6oBOXVbxQe,,"Campfire on 30 rd, rp for tools, village on border of spruce and birch forests, poor food wise but had golem, caved after, dove into lava ravine and barely hit water, 4 dia to enter, rammed into baby hog and fell down from trevor bridge, stupid piglin blockade cause a 2nd fall out of sprint on the run back, hard time finding bed in village to hunger reset, 8 min timeloss, could leave off top trades with 16 obby, 25 to fort, 0.4 ch, coords made no sense, sh 23 blocks from ring edge, 2.3k blind, no health from being stuck on pearl clip to send zero, flew twice on ground",
2/7/2026 17:59:04,Structureless,Lava Pool,Bastion,plains,0:25:05,0:01:57,0:02:21,0:07:08,0:07:35,0:14:13,0:16:29,0:19:35,0:20:57,0:22:29,0:24:24,166,7,14,1,4,0,979,19,0,11,20,0,143,206,,,,,,,,,,,,,,,,,,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,431,5,68,82,1306,5483437470815446931,0:24:24,02/07/2026 17:59:04,Bridge,Half Bow,0,0,"8,491",FALSE,,,,,,,,,"Plains village far away, iron for fns in ravine, quite a long tunnel to y13 lavapool, insta dk brijj, backups for 20 obby, lost 50-50 on diagonal for 25 chunk spawner, buried fort, 0.6 ch, awful basalt wall to coords, worst 8 8 triangulation ever, creeper geathering, mmade 90 small boi but flew on 99, perch to sub 25",
2/7/2026 17:32:39,Buried Treasure w/ tnt,Magma Ravine,Bastion,taiga,0:26:09,0:00:21,0:02:42,0:06:25,0:09:26,0:07:22,0:18:29,,0:24:03,0:24:29,0:25:47,49,8,12,0,0,0,978,14,0,3,3,1,48,72,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,8,0,0,0,0,3,0,9,2,0,0,0,0,0,0,33,304,42,1128,875,1068,8088437972014107164,0:25:47,02/07/2026 17:32:39,Stables,Half Bow,0,2,"8,490",FALSE,,,,,,,,,"Light and armor in rp, barely spotted land buried ship on coast, mined out both chests, killed few animals on the way to close bt, heard bubbles on digdown, extremely fake magma connected to lava ravine, air strike handled by creeper, mined into an ssv fort, still continued towards bastion, well hidden by terrain, double bas no triple so chopped, scary dealing with hog nation in outer, 5 gb to trade, 14 pearls but nothing good of other trades, brick mode level bridging back to fort, insane ssv strays, got all rods staying around the same spot, back to hp, no diamonds in ravine so forced ow travel, dolphin carried most of the 1.5k blocks to sh, 1b3a perch",
2/7/2026 16:59:31,Structureless,Lava Pool,Bastion,taiga,0:42:21,0:00:13,0:05:10,0:05:58,0:14:44,0:10:35,0:16:50,0:18:33,0:22:33,0:24:32,0:41:44,92,8,13,1,8,2,1758,21,0,12,22,0,78,66,,,,,,,,,,,,,,,,,,13,4,0,0,1,2,0,1,3,0,2,3,1,3,3,0,0,0,0,4,0,4,0,3,11,1,0,1,1,1,0,0,14,504,30,934,1012,2154,-8966853791734844955,0:41:44,02/07/2026 16:59:31,Stables,Other,1,0,"8,489",FALSE,,,,,,https://www.twitch.tv/couriway/clip/ResilientPunchyHummingbirdKappaClaus-qAppM4FZLY9BElxV,https://www.twitch.tv/couriway/clip/AltruisticStupidOpossumWTRuck-i7mPfRhRsjcdNqz9,,"Caved for iron, low food drops, bat took skeleton shot, cave ended in lavapool, no structure in 23 chunks of spawn, going fort first, hot tourist on the way out to bastion, ttg after ripping 14 obby in chests, cave blind, educated to 3rd ring, ended up close to another fort, absurd being 1200 blocks off to sh being very far radial, 2.8k blind dist straight line (0.341 ch), bat nation room giving fake spike, pushed for back 95 USS, dragon got quite low, caught fire after anchor but didnt kill, boated out, couldnt eat in time to survive, very long gruelsome journey back took 13 min coz 2nd portal was 1k out and 1200 off sh, no quickfly bug, solid anchor to make it 2 perch kill",
2/7/2026 16:16:19,Structureless,Lava Pool,Bastion,sunflower_plains,0:23:15,0:00:14,0:03:18,0:05:44,0:07:40,0:12:53,0:15:52,0:19:24,0:20:13,0:20:33,0:22:30,112,8,19,2,12,0,756,15,0,13,20,0,94,282,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,0,0,2,0,2,0,0,6,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,6,355,15,160,54,1101,2821611491658432627,0:22:30,02/07/2026 16:16:19,Stables,Half Bow,0,1,"8,488",FALSE,,,,,,,,,"Typical structureless ow, nether spawn on basalt island far from land, ghast bathing in lava, stables basaltion, pig nation attack on forcing gap route, 0.5 heart clutch, 20 obby after checking triple chests, 23 to fort, 0.5 ch, insane going to 2nd ring from within 1st ring coords, 2.4k blind dist, normal nav for once, chatter prophecy of water corrupted portal didnt come true, not sending 5 explosive SS - about 100-150 blocks away from a triple reverse eye spy - was not far off reverse icepie on blind, other sh was surface exposed in 1st ring, another sh in same seed with library exposed over ocean surface - extra notes for prev run",
2/7/2026 15:51:45,Structureless,Lava Pool,Bastion,river,0:22:48,0:01:24,0:04:57,0:07:07,0:10:43,0:15:13,0:17:35,0:19:36,0:20:38,0:20:57,0:21:44,135,8,15,1,19,0,859,19,0,11,20,0,62,95,,,,,,,,,,,,,,,,,,15,0,0,0,0,2,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,5,8,0,0,0,2,0,0,0,19,342,1,7,52,1062,2522583212230271312,0:21:44,02/07/2026 15:51:45,Housing,Zero Cycle,0,0,"8,487",FALSE,,,,,,,,,"Mesa spawn, headed to plains, heard lavapool in a random spot, looked far and wide for good cave, plenty of animals, og lava pops was a lavapool, far hauss, holy pig no.s of td but no cram, trades done in the blink of an eye, hogs denying access to manhunt chest, sniper pig to the rescue, 20 obby after that, fort 12 away, 0.5 ch in jungle blind, W-est drags, pr side entrance, redemption back 92 1/8",
2/7/2026 15:27:06,Desert Temple,Lava Pool,Bastion,plains,0:19:39,0:02:42,0:02:56,0:06:27,0:06:39,0:10:48,0:12:53,0:16:06,0:17:04,0:17:42,0:19:04,148,9,19,3,0,0,843,18,0,16,20,0,104,122,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1,0,1,0,0,28,314,5,84,6,817,3388678032695000334,0:19:04,02/07/2026 15:27:06,Bridge,Zero Cycle,0,1,"8,486",FALSE,,,,,,https://www.twitch.tv/couriway/clip/GloriousFuriousAsparagusCharlietheUnicorn-ES8V3DwXVHxTHsFf,https://www.twitch.tv/couriway/clip/BeautifulBlitheBeaverYouDontSay-lZZNIsBSgtDXkLNP,,"Epic 7 iron dt, acacia village for food, dug into mineshaft with lavapool, spawned right under brijj, crazy explanation for not doing tnt pigface, cs, 27 chunks to 10fort, fyroah tnt, 0.5 ch, spider blocking way to pr, front 90 but dragon flew, scuffed bow one cycle but didnt die this time",
2/7/2026 15:05:31,Buried Treasure w/ tnt,Magma Ravine,Bastion,beach,0:24:17,0:01:24,0:01:42,0:03:28,0:04:18,0:09:35,0:11:36,0:13:50,0:14:36,0:15:31,0:23:41,266,9,15,1,4,2,641,14,0,19,20,1,25,98,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,26,306,46,1075,555,846,-5817795882533095106,0:23:41,02/07/2026 15:05:31,Treasure,Half Bow,1,1,"8,485",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/HeartlessCoweringWhalePMSTwin-XaE5sH39e_98sWUc,,"Weird mapless spike to being being very low, tree island pretty far, fake ravine next to it, inspected deeper to find real spot, killed hogs on enter, no obby off top, pigs displaying extreme idiocy in bottom, sub10fort, 1.5k to ocean exposed sh, tas nav comms from camo, tried forcing back 97 1/8 but fell off speedbridging, no 2+2 = no 100 NR by camo, tried to bow one cycle for aura, fully botched it, didnt take own health into consideration and died along with dragon, pretty easy run back, only lost ~5.5 min",
2/7/2026 14:38:38,Structureless,Lava Pool,Bastion,plains,0:34:17,0:00:23,0:04:10,0:05:18,0:09:20,0:14:32,0:16:13,0:18:58,0:18:59,0:21:16,0:33:10,136,7,13,1,2,2,1359,13,0,11,23,0,38,77,,,,,,,,,,,,,,,,,,13,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,2,1,2,0,0,0,0,11,0,0,0,3,0,0,5,28,436,12,17,141,1820,2736545209165148446,0:33:10,02/07/2026 14:38:38,Housing,Half Bow,2,1,"8,484",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/ToughMoistArugulaHotPokket-GlDWEgSbOR9R8hss,,"Great eyesight from pillagers at outpost, got stuck with 2 in a hole while caving and doid, rare ominous banner in inv, pig nation, pond digdown into lavacave, creeper phased through obby and exploded inside portal, terrible terrain to very far hauss, boxed ziglin mid route, pigs trading very slow, fort 30 chunks away and used up a lot of pearls, 1.21 range on wither, 1.0 ch, long while of bridging to coords, icepie, creeper market sh, endured plunge into ravine, stupid nav, dumb decision sending SS zero on 2 pearls, couldnt block or boat clutch and died, run back had horrific terrain at first, shroom hunted, 9 min to return, perch soon",
2/7/2026 13:38:48,Full Shipwreck,Magma Ravine,Bastion,forest,0:19:02,0:00:17,0:01:50,0:04:06,0:07:18,0:11:27,0:12:38,0:14:50,0:16:00,0:16:55,0:17:52,100,8,14,0,1,3,534,16,0,14,20,0,63,19,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,196,25,443,605,648,-7934226045444015,0:17:52,02/07/2026 13:38:48,Treasure,Zero Cycle,1,2,"8,483",FALSE,,,,,,,https://www.twitch.tv/couriway/clip/DiligentSplendidCheesecakeResidentSleeper-x1GBlIsnUoa0yWOL,,"Amazing shipwreck near spawn, no magma in ravine, dugdown for bubbles, no lava under 1st spot, scuffed portal, shift bugged into lava, poison stew nemesis led to death by fire, back soon, could leave off top trevor, chopped nav to very close ssv fort, 1.4k blind dist, dug into pr, back 95 feinberg zero - first ever 4-streak of sub 18 runs",
